date,net_BTC,net_ETH,gross_factor_exposure
2024-01-01 04:00:00,0.0,0.0,0.0
2024-01-01 08:00:00,0.0,0.0,0.0
2024-01-01 12:00:00,0.0,0.0,0.0
2024-01-01 16:00:00,0.0,0.0,0.0
2024-01-01 20:00:00,0.0,0.0,0.0
2024-01-02 00:00:00,0.0,0.0,0.0
2024-01-02 04:00:00,0.0,0.0,0.0
2024-01-02 08:00:00,0.0,0.0,0.0
2024-01-02 12:00:00,0.0,0.0,0.0
2024-01-02 16:00:00,0.0,0.0,0.0
2024-01-02 20:00:00,0.0,0.0,0.0
2024-01-03 00:00:00,0.0,0.0,0.0
2024-01-03 04:00:00,0.0,0.0,0.0
2024-01-03 08:00:00,0.0,0.0,0.0
2024-01-03 12:00:00,0.0,0.0,0.0
2024-01-03 16:00:00,0.0,0.0,0.0
2024-01-03 20:00:00,0.0,0.0,0.0
2024-01-04 00:00:00,0.0,0.0,0.0
2024-01-04 04:00:00,0.0,0.0,0.0
2024-01-04 08:00:00,0.0,0.0,0.0
2024-01-04 12:00:00,0.0,0.0,0.0
2024-01-04 16:00:00,0.0,0.0,0.0
2024-01-04 20:00:00,0.0,0.0,0.0
2024-01-05 00:00:00,0.0,0.0,0.0
2024-01-05 04:00:00,0.0,0.0,0.0
2024-01-05 08:00:00,0.0,0.0,0.0
2024-01-05 12:00:00,0.0,0.0,0.0
2024-01-05 16:00:00,0.0,0.0,0.0
2024-01-05 20:00:00,0.0,0.0,0.0
2024-01-06 00:00:00,0.0,0.0,0.0
2024-01-06 04:00:00,0.0,0.0,0.0
2024-01-06 08:00:00,0.0,0.0,0.0
2024-01-06 12:00:00,0.0,0.0,0.0
2024-01-06 16:00:00,0.0,0.0,0.0
2024-01-06 20:00:00,0.0,0.0,0.0
2024-01-07 00:00:00,0.0,0.0,0.0
2024-01-07 04:00:00,0.0,0.0,0.0
2024-01-07 08:00:00,0.0,0.0,0.0
2024-01-07 12:00:00,0.0,0.0,0.0
2024-01-07 16:00:00,0.0,0.0,0.0
2024-01-07 20:00:00,0.0,0.0,0.0
2024-01-08 00:00:00,0.0,0.0,0.0
2024-01-08 04:00:00,0.0,0.0,0.0
2024-01-08 08:00:00,0.0,0.0,0.0
2024-01-08 12:00:00,0.0,0.0,0.0
2024-01-08 16:00:00,0.0,0.0,0.0
2024-01-08 20:00:00,0.0,0.0,0.0
2024-01-09 00:00:00,0.0,0.0,0.0
2024-01-09 04:00:00,0.0,0.0,0.0
2024-01-09 08:00:00,0.0,0.0,0.0
2024-01-09 12:00:00,0.0,0.0,0.0
2024-01-09 16:00:00,0.0,0.0,0.0
2024-01-09 20:00:00,0.0,0.0,0.0
2024-01-10 00:00:00,0.0,0.0,0.0
2024-01-10 04:00:00,0.0,0.0,0.0
2024-01-10 08:00:00,0.0,0.0,0.0
2024-01-10 12:00:00,0.0,0.0,0.0
2024-01-10 16:00:00,0.0,0.0,0.0
2024-01-10 20:00:00,0.0,0.0,0.0
2024-01-11 00:00:00,0.0,0.0,0.0
2024-01-11 04:00:00,0.0,0.0,0.0
2024-01-11 08:00:00,0.0,0.0,0.0
2024-01-11 12:00:00,0.0,0.0,0.0
2024-01-11 16:00:00,0.0,0.0,0.0
2024-01-11 20:00:00,0.0,0.0,0.0
2024-01-12 00:00:00,0.0,0.0,0.0
2024-01-12 04:00:00,0.0,0.0,0.0
2024-01-12 08:00:00,0.0,0.0,0.0
2024-01-12 12:00:00,0.0,0.0,0.0
2024-01-12 16:00:00,0.0,0.0,0.0
2024-01-12 20:00:00,0.0,0.0,0.0
2024-01-13 00:00:00,0.0,0.0,0.0
2024-01-13 04:00:00,0.0,0.0,0.0
2024-01-13 08:00:00,0.0,0.0,0.0
2024-01-13 12:00:00,0.0,0.0,0.0
2024-01-13 16:00:00,0.0,0.0,0.0
2024-01-13 20:00:00,0.0,0.0,0.0
2024-01-14 00:00:00,0.0,0.0,0.0
2024-01-14 04:00:00,0.0,0.0,0.0
2024-01-14 08:00:00,0.0,0.0,0.0
2024-01-14 12:00:00,0.0,0.0,0.0
2024-01-14 16:00:00,0.0,0.0,0.0
2024-01-14 20:00:00,0.0,0.0,0.0
2024-01-15 00:00:00,0.0,0.0,0.0
2024-01-15 04:00:00,0.0,0.0,0.0
2024-01-15 08:00:00,0.0,0.0,0.0
2024-01-15 12:00:00,0.0,0.0,0.0
2024-01-15 16:00:00,0.0,0.0,0.0
2024-01-15 20:00:00,0.0,0.0,0.0
2024-01-16 00:00:00,0.0,0.0,0.0
2024-01-16 04:00:00,0.0,0.0,0.0
2024-01-16 08:00:00,0.0,0.0,0.0
2024-01-16 12:00:00,0.0,0.0,0.0
2024-01-16 16:00:00,0.0,0.0,0.0
2024-01-16 20:00:00,0.0,0.0,0.0
2024-01-17 00:00:00,0.0,0.0,0.0
2024-01-17 04:00:00,0.0,0.0,0.0
2024-01-17 08:00:00,0.0,0.0,0.0
2024-01-17 12:00:00,0.0,0.0,0.0
2024-01-17 16:00:00,0.0,0.0,0.0
2024-01-17 20:00:00,0.0,0.0,0.0
2024-01-18 00:00:00,0.0,0.0,0.0
2024-01-18 04:00:00,0.0,0.0,0.0
2024-01-18 08:00:00,0.0,0.0,0.0
2024-01-18 12:00:00,0.0,0.0,0.0
2024-01-18 16:00:00,0.0,0.0,0.0
2024-01-18 20:00:00,0.0,0.0,0.0
2024-01-19 00:00:00,0.0,0.0,0.0
2024-01-19 04:00:00,0.0,0.0,0.0
2024-01-19 08:00:00,0.0,0.0,0.0
2024-01-19 12:00:00,0.0,0.0,0.0
2024-01-19 16:00:00,0.0,0.0,0.0
2024-01-19 20:00:00,0.0,0.0,0.0
2024-01-20 00:00:00,0.0,0.0,0.0
2024-01-20 04:00:00,0.0,0.0,0.0
2024-01-20 08:00:00,0.0,0.0,0.0
2024-01-20 12:00:00,0.0,0.0,0.0
2024-01-20 16:00:00,0.0,0.0,0.0
2024-01-20 20:00:00,0.0,0.0,0.0
2024-01-21 00:00:00,0.0,0.0,0.0
2024-01-21 04:00:00,0.0,0.0,0.0
2024-01-21 08:00:00,0.0,0.0,0.0
2024-01-21 12:00:00,0.0,0.0,0.0
2024-01-21 16:00:00,0.0,0.0,0.0
2024-01-21 20:00:00,0.0,0.0,0.0
2024-01-22 00:00:00,0.0,0.0,0.0
2024-01-22 04:00:00,0.0,0.0,0.0
2024-01-22 08:00:00,0.0,0.0,0.0
2024-01-22 12:00:00,0.0,0.0,0.0
2024-01-22 16:00:00,0.0,0.0,0.0
2024-01-22 20:00:00,0.0,0.0,0.0
2024-01-23 00:00:00,0.0,0.0,0.0
2024-01-23 04:00:00,0.0,0.0,0.0
2024-01-23 08:00:00,0.0,0.0,0.0
2024-01-23 12:00:00,0.0,0.0,0.0
2024-01-23 16:00:00,0.0,0.0,0.0
2024-01-23 20:00:00,0.0,0.0,0.0
2024-01-24 00:00:00,0.0,0.0,0.0
2024-01-24 04:00:00,0.0,0.0,0.0
2024-01-24 08:00:00,0.0,0.0,0.0
2024-01-24 12:00:00,0.0,0.0,0.0
2024-01-24 16:00:00,0.0,0.0,0.0
2024-01-24 20:00:00,0.0,0.0,0.0
2024-01-25 00:00:00,0.0,0.0,0.0
2024-01-25 04:00:00,0.0,0.0,0.0
2024-01-25 08:00:00,0.0,0.0,0.0
2024-01-25 12:00:00,0.0,0.0,0.0
2024-01-25 16:00:00,0.0,0.0,0.0
2024-01-25 20:00:00,0.0,0.0,0.0
2024-01-26 00:00:00,0.0,0.0,0.0
2024-01-26 04:00:00,0.0,0.0,0.0
2024-01-26 08:00:00,0.0,0.0,0.0
2024-01-26 12:00:00,0.0,0.0,0.0
2024-01-26 16:00:00,0.0,0.0,0.0
2024-01-26 20:00:00,0.0,0.0,0.0
2024-01-27 00:00:00,0.0,0.0,0.0
2024-01-27 04:00:00,0.0,0.0,0.0
2024-01-27 08:00:00,0.0,0.0,0.0
2024-01-27 12:00:00,0.0,0.0,0.0
2024-01-27 16:00:00,0.0,0.0,0.0
2024-01-27 20:00:00,0.0,0.0,0.0
2024-01-28 00:00:00,0.0,0.0,0.0
2024-01-28 04:00:00,0.0,0.0,0.0
2024-01-28 08:00:00,0.0,0.0,0.0
2024-01-28 12:00:00,0.0,0.0,0.0
2024-01-28 16:00:00,0.0,0.0,0.0
2024-01-28 20:00:00,0.0,0.0,0.0
2024-01-29 00:00:00,0.0,0.0,0.0
2024-01-29 04:00:00,0.0,0.0,0.0
2024-01-29 08:00:00,0.0,0.0,0.0
2024-01-29 12:00:00,0.0,0.0,0.0
2024-01-29 16:00:00,0.0,0.0,0.0
2024-01-29 20:00:00,0.0,0.0,0.0
2024-01-30 00:00:00,0.0,0.0,0.0
2024-01-30 04:00:00,0.0,0.0,0.0
2024-01-30 08:00:00,0.0,0.0,0.0
2024-01-30 12:00:00,0.0,0.0,0.0
2024-01-30 16:00:00,0.0,0.0,0.0
2024-01-30 20:00:00,0.0,0.0,0.0
2024-01-31 00:00:00,0.0,0.0,0.0
2024-01-31 04:00:00,0.0,0.0,0.0
2024-01-31 08:00:00,-0.000829126933664495,-0.0037468959206497145,0.0045760228543142096
2024-01-31 12:00:00,-0.003271672833326422,-0.018049447822026058,0.02132112065535248
2024-01-31 16:00:00,-0.0033794334807836037,-0.013065100426726536,0.01644453390751014
2024-01-31 20:00:00,-0.016598260211745677,-0.012803821806262116,0.029402082018007793
2024-02-01 00:00:00,-0.01005039404971432,0.0023435057084151417,0.012393899758129462
2024-02-01 04:00:00,-0.004569109698704661,0.014839724340627015,0.019408834039331677
2024-02-01 08:00:00,-0.004798704716787652,0.01476126450138162,0.01955996921816927
2024-02-01 12:00:00,-0.0012705570575893815,0.027855827953576037,0.02912638501116542
2024-02-01 16:00:00,-0.013350870698978024,0.0,0.013350870698978024
2024-02-01 20:00:00,-0.013347365278969738,0.0,0.013347365278969738
2024-02-02 00:00:00,-0.009739602984442113,0.010107812613246815,0.019847415597688926
2024-02-02 04:00:00,0.00868937670053262,0.010267951853151406,0.018957328553684025
2024-02-02 08:00:00,0.008529957207813084,0.010438713650406084,0.01896867085821917
2024-02-02 12:00:00,0.027509000017668605,0.02183271820412918,0.04934171822179778
2024-02-02 16:00:00,0.019139093111513877,0.0016111346548467326,0.02075022776636061
2024-02-02 20:00:00,0.02363793922224086,0.008424223267252107,0.032062162489492965
2024-02-03 00:00:00,0.03,0.02395986710825526,0.05395986710825526
2024-02-03 04:00:00,0.03,0.023678773727311205,0.0536787737273112
2024-02-03 08:00:00,0.010529166986117909,0.023771329522685073,0.034300496508802986
2024-02-03 12:00:00,0.008180276237580553,0.01587419985276349,0.024054476090344043
2024-02-03 16:00:00,0.008102286924339565,0.015846983364781977,0.02394927028912154
2024-02-03 20:00:00,0.008462742849526651,0.015579019491128271,0.024041762340654922
2024-02-04 00:00:00,0.0,0.0,0.0
2024-02-04 04:00:00,0.0,0.0,0.0
2024-02-04 08:00:00,0.0,0.0,0.0
2024-02-04 12:00:00,0.017655044721760146,0.0,0.017655044721760146
2024-02-04 16:00:00,0.01475414634116973,0.0,0.01475414634116973
2024-02-04 20:00:00,0.0,0.0,0.0
2024-02-05 00:00:00,0.0,0.0,0.0
2024-02-05 04:00:00,0.0,0.0,0.0
2024-02-05 08:00:00,0.002156998482141213,0.007515356337588988,0.009672354819730201
2024-02-05 12:00:00,0.007062816976010974,0.02354423092485089,0.030607047900861863
2024-02-05 16:00:00,0.0068778908065260935,0.02424003825204979,0.031117929058575883
2024-02-05 20:00:00,0.004946577613352981,0.016485402763883494,0.021431980377236474
2024-02-06 00:00:00,0.02267190950915267,0.03,0.05267190950915267
2024-02-06 04:00:00,0.021880102717170738,0.03,0.05188010271717074
2024-02-06 08:00:00,0.011744129297813367,0.03,0.04174412929781336
2024-02-06 12:00:00,0.004520643996923781,0.01501935197470624,0.01953999597163002
2024-02-06 16:00:00,0.028710549222948172,0.015225047724552519,0.04393559694750069
2024-02-06 20:00:00,0.004227003797523438,0.015068588192193127,0.019295591989716566
2024-02-07 00:00:00,0.012460553166838306,0.03,0.042460553166838305
2024-02-07 04:00:00,0.010031309149083794,0.03,0.040031309149083795
2024-02-07 08:00:00,0.009462586743038057,0.03,0.039462586743038056
2024-02-07 12:00:00,0.0,0.0,0.0
2024-02-07 16:00:00,-0.020480092485618107,0.018695925761577435,0.03917601824719554
2024-02-07 20:00:00,-0.03,0.003888737721197742,0.03388873772119774
2024-02-08 00:00:00,-0.01896119608599879,-0.015542687945298842,0.03450388403129763
2024-02-08 04:00:00,-0.01790802729950815,-0.015591116235661806,0.03349914353516996
2024-02-08 08:00:00,-0.01925782297313634,-0.005323455318794988,0.024581278291931328
2024-02-08 12:00:00,-0.00270278606373146,-0.005066110044566539,0.007768896108298
2024-02-08 16:00:00,-0.029338773948611906,-0.0052118730294648235,0.03455064697807673
2024-02-08 20:00:00,-0.027107681859195716,0.0,0.027107681859195716
2024-02-09 00:00:00,-0.027008217174328747,0.0,0.027008217174328747
2024-02-09 04:00:00,-0.025936798065418168,0.0,0.025936798065418168
2024-02-09 08:00:00,-0.03,-0.03,0.06
2024-02-09 12:00:00,-0.03,-0.00167720811722126,0.03167720811722126
2024-02-09 16:00:00,-0.03,0.014365647752226814,0.04436564775222682
2024-02-09 20:00:00,-0.03,0.01282109137851172,0.04282109137851172
2024-02-10 00:00:00,-0.03,0.015286072777520731,0.04528607277752073
2024-02-10 04:00:00,-0.02024845705407209,0.01574493520326201,0.0359933922573341
2024-02-10 08:00:00,-0.03,0.015749370167221315,0.04574937016722132
2024-02-10 12:00:00,-0.015889101415454125,0.015809807086639236,0.031698908502093365
2024-02-10 16:00:00,-0.0004036816514370889,0.01602252447438394,0.01642620612582103
2024-02-10 20:00:00,0.0,0.0,0.0
2024-02-11 00:00:00,-0.03,0.016132004862327815,0.04613200486232781
2024-02-11 04:00:00,-0.03,0.020203559302059467,0.05020355930205947
2024-02-11 08:00:00,-0.03,0.006157559781367369,0.036157559781367365
2024-02-11 12:00:00,-0.015402134798840332,0.005783794789939078,0.02118592958877941
2024-02-11 16:00:00,-0.016870590490392617,0.018858590614687334,0.03572918110507995
2024-02-11 20:00:00,0.0003318212318897315,0.016056631034873346,0.016388452266763078
2024-02-12 00:00:00,-0.016644222659338154,0.015285079546718077,0.031929302206056234
2024-02-12 04:00:00,0.0016917130126310842,0.029929835833862353,0.03162154884649344
2024-02-12 08:00:00,0.0011850712639851616,0.029679272690065053,0.030864343954050216
2024-02-12 12:00:00,-0.03,-0.006857115925557994,0.036857115925557994
2024-02-12 16:00:00,-0.023855890305779996,-0.03,0.053855890305779995
2024-02-12 20:00:00,-0.024462817111992257,-0.03,0.05446281711199226
2024-02-13 00:00:00,-0.02302949315185103,-0.018261978316734276,0.041291471468585306
2024-02-13 04:00:00,-0.021091809066799257,0.0,0.021091809066799257
2024-02-13 08:00:00,0.0,0.0,0.0
2024-02-13 12:00:00,0.00713269236437467,0.014600849300793816,0.021733541665168485
2024-02-13 16:00:00,0.006271197149741753,0.01426386373460535,0.020535060884347103
2024-02-13 20:00:00,0.006593507554659395,0.014253709706128213,0.020847217260787608
2024-02-14 00:00:00,0.006468044837047549,0.014231843970922848,0.0206998888079704
2024-02-14 04:00:00,0.0,0.0,0.0
2024-02-14 08:00:00,-0.027380298563543057,-0.03,0.057380298563543056
2024-02-14 12:00:00,-0.02457421254723792,-0.03,0.05457421254723792
2024-02-14 16:00:00,-0.023897542807971982,-0.03,0.05389754280797198
2024-02-14 20:00:00,-0.019992550171713475,-0.028241612906613894,0.04823416307832737
2024-02-15 00:00:00,-0.004166984593220811,-0.0093047841967791,0.013471768789999911
2024-02-15 04:00:00,0.02504503832926325,0.004723612292130475,0.029768650621393725
2024-02-15 08:00:00,0.022812733751570426,0.003326685718677811,0.026139419470248237
2024-02-15 12:00:00,0.0187979991026013,-0.016728606018225966,0.03552660512082727
2024-02-15 16:00:00,0.014167026146533255,-0.014822780891832765,0.028989807038366018
2024-02-15 20:00:00,0.00541975036171148,0.0025008478388380516,0.007920598200549533
2024-02-16 00:00:00,0.005556258752919705,0.0018136803625305904,0.007369939115450296
2024-02-16 04:00:00,0.010472155506313334,0.001414824555645594,0.011886980061958928
2024-02-16 08:00:00,0.006119907780075358,0.010847637215198104,0.016967544995273462
2024-02-16 12:00:00,0.00624614312893557,0.010786157535394126,0.017032300664329696
2024-02-16 16:00:00,0.006102739406712934,0.011010915864996038,0.017113655271708973
2024-02-16 20:00:00,0.006016659016969662,0.01075721115196834,0.016773870168938002
2024-02-17 00:00:00,0.005431552285659099,0.010813774016222365,0.016245326301881465
2024-02-17 04:00:00,0.005676459706023374,0.010396148840815932,0.016072608546839305
2024-02-17 08:00:00,0.0068725994777304195,0.021416571699240772,0.02828917117697119
2024-02-17 12:00:00,0.0066134722150606425,0.021000274585730897,0.02761374680079154
2024-02-17 16:00:00,0.005833214446254805,0.026886953228875403,0.03272016767513021
2024-02-17 20:00:00,0.006027889124736513,0.02737450222673966,0.03340239135147617
2024-02-18 00:00:00,0.005827324997215804,0.027499016345131196,0.033326341342347
2024-02-18 04:00:00,0.012424422608110807,0.03,0.04242442260811081
2024-02-18 08:00:00,0.026095008451587857,0.03,0.05609500845158785
2024-02-18 12:00:00,0.023805508415232133,0.03,0.05380550841523213
2024-02-18 16:00:00,0.023511778159127993,0.03,0.05351177815912799
2024-02-18 20:00:00,0.024130109689950306,0.029850935458207592,0.053981045148157894
2024-02-19 00:00:00,0.005940082537216649,0.009587989533846781,0.01552807207106343
2024-02-19 04:00:00,0.01223480200181698,0.03,0.04223480200181698
2024-02-19 08:00:00,0.0073604344272477345,0.019888325138712033,0.02724875956595977
2024-02-19 12:00:00,0.017837397679657148,0.0001326247418390568,0.017970022421496205
2024-02-19 16:00:00,0.010789731820756009,-0.020321962693151195,0.031111694513907204
2024-02-19 20:00:00,-0.006855866153031683,-0.01924087009739856,0.026096736250430245
2024-02-20 00:00:00,-0.008978847853087333,-0.03,0.038978847853087334
2024-02-20 04:00:00,-0.009214295385836381,-0.03,0.03921429538583638
2024-02-20 08:00:00,-0.008385715366611483,-0.03,0.03838571536661148
2024-02-20 12:00:00,-0.03,-0.03,0.06
2024-02-20 16:00:00,-0.03,-0.025216162549307808,0.05521616254930781
2024-02-20 20:00:00,-0.02752905973635138,-0.0232137916943721,0.050742851430723476
2024-02-21 00:00:00,-0.026033543952998613,-0.023456166399426853,0.04948971035242547
2024-02-21 04:00:00,-0.015414811655760068,-0.005066319999956004,0.02048113165571607
2024-02-21 08:00:00,0.0038722704392262133,0.0030446337053765104,0.006916904144602724
2024-02-21 12:00:00,0.00362045518055705,0.0031897322369861623,0.006810187417543212
2024-02-21 16:00:00,-0.0020959706692281325,-0.008103484804680629,0.01019945547390876
2024-02-21 20:00:00,-0.0021951922431729513,-0.008707139231866202,0.010902331475039153
2024-02-22 00:00:00,-0.0023302748207449267,-0.008901429060348518,0.011231703881093446
2024-02-22 04:00:00,0.014613551478584732,-0.001472451319565052,0.016086002798149784
2024-02-22 08:00:00,0.016577702863612796,0.0,0.016577702863612796
2024-02-22 12:00:00,0.0,0.0,0.0
2024-02-22 16:00:00,0.0,0.0,0.0
2024-02-22 20:00:00,0.0,0.0,0.0
2024-02-23 00:00:00,-0.0023085347790851372,-0.008986101658866723,0.01129463643795186
2024-02-23 04:00:00,0.0038146993889511802,0.018201743520181574,0.022016442909132756
2024-02-23 08:00:00,0.003859287692418085,0.017675393260176236,0.02153468095259432
2024-02-23 12:00:00,-0.025815516295140832,0.03,0.05581551629514083
2024-02-23 16:00:00,-0.03,0.03,0.06
2024-02-23 20:00:00,-0.010463592988647696,0.022201882178043524,0.032665475166691216
2024-02-24 00:00:00,-0.01630261404415175,0.015541489046597917,0.03184410309074967
2024-02-24 04:00:00,-0.016857251098915213,0.015070742575744055,0.03192799367465927
2024-02-24 08:00:00,0.006016187751890311,0.021113392149176458,0.02712957990106677
2024-02-24 12:00:00,0.005548050267819657,0.02070079230631528,0.02624884257413494
2024-02-24 16:00:00,0.005821669462084926,0.021067173723208963,0.026888843185293887
2024-02-24 20:00:00,0.002176574121342209,0.004458616363161414,0.006635190484503622
2024-02-25 00:00:00,0.0019916520920898553,0.004546611442506683,0.006538263534596538
2024-02-25 04:00:00,0.002319493158724377,0.003934740386208805,0.0062542335449331824
2024-02-25 08:00:00,0.0,0.0,0.0
2024-02-25 12:00:00,0.0,0.0,0.0
2024-02-25 16:00:00,0.0,0.0,0.0
2024-02-25 20:00:00,0.019855182613507837,0.0,0.019855182613507837
2024-02-26 00:00:00,0.019465005559226853,0.0,0.019465005559226853
2024-02-26 04:00:00,0.019495076123152662,0.0,0.019495076123152662
2024-02-26 08:00:00,0.0009046523537063929,0.0,0.0009046523537063929
2024-02-26 12:00:00,0.017932972525683235,0.010915797800415173,0.028848770326098408
2024-02-26 16:00:00,0.012341593221113821,0.010298721329455916,0.022640314550569737
2024-02-26 20:00:00,0.015393278498435154,0.02770902173998012,0.04310230023841527
2024-02-27 00:00:00,-0.003952926975763305,0.027267378547926338,0.031220305523689644
2024-02-27 04:00:00,-0.006950133081966247,0.0,0.006950133081966247
2024-02-27 08:00:00,0.0162713834278934,0.0,0.0162713834278934
2024-02-27 12:00:00,-0.008129807915181158,-0.03,0.038129807915181155
2024-02-27 16:00:00,-0.014001676083470325,-0.03,0.044001676083470324
2024-02-27 20:00:00,-0.014999550630172068,-0.029725794745988306,0.04472534537616037
2024-02-28 00:00:00,-0.0010477214356370869,-0.029091235560393284,0.03013895699603037
2024-02-28 04:00:00,0.0,0.0,0.0
2024-02-28 08:00:00,-0.014959195552847207,0.0,0.014959195552847207
2024-02-28 12:00:00,-0.02981154436873805,0.011472630249923298,0.04128417461866135
2024-02-28 16:00:00,-0.03,0.010486217879447958,0.04048621787944796
2024-02-28 20:00:00,-0.03,0.010361335852649936,0.040361335852649935
2024-02-29 00:00:00,-0.028462595324963088,0.015374824094755442,0.043837419419718526
2024-02-29 04:00:00,-0.0163300712127379,0.02554440546074311,0.04187447667348101
2024-02-29 08:00:00,-0.004490791471724793,0.01082035108619425,0.015311142557919044
2024-02-29 12:00:00,-0.003916550472258173,0.010814385384696996,0.014730935856955169
2024-02-29 16:00:00,0.0015350488375926292,0.0005357699494531968,0.002070818787045826
2024-02-29 20:00:00,-0.006176587148132534,0.01211598998193692,0.018292577130069453
2024-03-01 00:00:00,-0.006037068713912315,0.012138326565400039,0.018175395279312355
2024-03-01 04:00:00,-0.006291919224394332,0.0,0.006291919224394332
2024-03-01 08:00:00,-0.006230031714804398,0.0,0.006230031714804398
2024-03-01 12:00:00,-0.006268223433007128,0.0,0.006268223433007128
2024-03-01 16:00:00,0.009819811967227306,-0.01640668366381752,0.026226495631044826
2024-03-01 20:00:00,0.009861034994953012,-0.01613598835023327,0.025997023345186283
2024-03-02 00:00:00,0.016447327366458642,0.00035535062520807015,0.016802677991666713
2024-03-02 04:00:00,0.008619662790984802,-0.0005709192765436973,0.0091905820675285
2024-03-02 08:00:00,0.009125824789559377,-0.0016498283614480858,0.010775653151007463
2024-03-02 12:00:00,0.0026690122405504824,-0.0009283862722652206,0.003597398512815703
2024-03-02 16:00:00,0.0025420223790777246,0.0059299130360106235,0.008471935415088349
2024-03-02 20:00:00,0.010847480409085376,-0.0030634114059964173,0.013910891815081794
2024-03-03 00:00:00,0.010421856564962723,-0.003075182371715765,0.013497038936678488
2024-03-03 04:00:00,0.010112521572990245,-0.018548443873694725,0.02866096544668497
2024-03-03 08:00:00,0.01721737703824215,-0.018024734947764576,0.03524211198600673
2024-03-03 12:00:00,0.017000928756061417,-0.009111690407730522,0.02611261916379194
2024-03-03 16:00:00,0.014699373504245897,0.005012650066452646,0.019712023570698543
2024-03-03 20:00:00,-0.0009933393042506427,0.011507927421059863,0.012501266725310507
2024-03-04 00:00:00,-0.0010408303524166622,0.011389234643932683,0.012430064996349344
2024-03-04 04:00:00,-0.001308416389933477,0.011569918391061921,0.012878334780995399
2024-03-04 08:00:00,-0.001042588997292086,0.011278289409083238,0.012320878406375324
2024-03-04 12:00:00,-0.009571081148632709,0.011476810209069906,0.021047891357702617
2024-03-04 16:00:00,-0.023520615324967777,0.011380588007182725,0.0349012033321505
2024-03-04 20:00:00,-0.009378331024656817,0.011560565378485916,0.020938896403142733
2024-03-05 00:00:00,-0.010640987031797482,0.0026585141093689937,0.013299501141166476
2024-03-05 04:00:00,-0.009411498382113172,0.019870041940344002,0.029281540322457174
2024-03-05 08:00:00,-0.010373811293915106,0.025767601033786315,0.03614141232770142
2024-03-05 12:00:00,0.0016744540488824212,0.008549885493156509,0.01022433954203893
2024-03-05 16:00:00,-0.002235445208748096,0.00486917443030969,0.007104619639057786
2024-03-05 20:00:00,-0.008721603073682487,0.008958349872120512,0.017679952945802997
2024-03-06 00:00:00,-0.0004860804016952737,0.008090931084020682,0.008577011485715956
2024-03-06 04:00:00,-0.004341667874573566,-0.002999018793494075,0.007340686668067641
2024-03-06 08:00:00,0.006742174578272414,-0.012941176369083913,0.019683350947356328
2024-03-06 12:00:00,0.009256493475533138,-0.004377065702612166,0.013633559178145304
2024-03-06 16:00:00,0.010058590468711529,-0.0070328998824556845,0.017091490351167214
2024-03-06 20:00:00,0.01728327533149667,-0.0069470448295910455,0.024230320161087716
2024-03-07 00:00:00,0.01662035547984167,-0.007023611464622178,0.02364396694446385
2024-03-07 04:00:00,0.014100558402459246,0.006908239440635758,0.021008797843095003
2024-03-07 08:00:00,0.00029751090999833863,0.006856021358465822,0.00715353226846416
2024-03-07 12:00:00,0.007887192487572034,0.0069088878929837415,0.014796080380555776
2024-03-07 16:00:00,0.007557210478420353,0.0,0.007557210478420353
2024-03-07 20:00:00,0.0071827140823104456,0.0070514261979098165,0.014234140280220263
2024-03-08 00:00:00,0.00657698821020263,0.007092726366018938,0.013669714576221568
2024-03-08 04:00:00,0.006730915956008811,0.0,0.006730915956008811
2024-03-08 08:00:00,0.006757550146647417,0.0,0.006757550146647417
2024-03-08 12:00:00,0.0,0.0,0.0
2024-03-08 16:00:00,0.0,0.0,0.0
2024-03-08 20:00:00,0.0,0.0,0.0
2024-03-09 00:00:00,0.0,0.0,0.0
2024-03-09 04:00:00,0.0,0.0,0.0
2024-03-09 08:00:00,0.0,0.0,0.0
2024-03-09 12:00:00,0.0,0.0,0.0
